id,career,engJmNm,hist,implNm,instiNm,jmNm,job,mdobligFldNm,seriesNm,summary,trend
1593,None,-주로 기업체의 관리부서 제조업체의 생산 부서 연구소의 연구개발부서 사업 및 경영   컨설팅업체 SI업체 공공관리직 등 다양한 분야로 진출할 수 있다. 「먹는물관리   법」에 의한 품질관리원으로 고용될 수 있다. - 기존에는 공정관리에 대한 무관심으로 대기업체 및 중견기업체를 제외하고는 저변에    확대되지 못하였다. 최근 들어 공정의 과학적 관리를 통한 생산의 효율화와 경쟁력    제고 경영구조조정 생산시스템의 통합·개선을 위해 기업체 내 혹은 기업체를 지원   하는 컨설팅 및 연구개발 분야에서 공정관리에 대한 수요가 지속적으로 발생하고 있   다. 이에 따라 공정관리를 담당할 기술인력에 대한 수요도 증가할 전망이다.  또한    지금까지는 주로 제조업 분야에서 인력수여가 많았지만 시스템 적인 사고와 최적화   의 필요성은 모든 조직체에서 요구되기 때문에 제조업 이외 분야로의 진출도 증가할    것으로 기대된다. 그렇지만 최근 자격응시자 및 취득자 수 추세에서 보듯이 자격에    관심 있는 인원은 그리 많지 않다. 이는 관련 학과를 졸업하며 자격유무에 상관없이    해당 분야에 진출할 수 있기 때문이며 이런 현상은 당분간 지속될 전망이다.,Engineer Processing Control,1974년 공장관리기사1급으로 신설되어 1980년 공정관리기사1급으로 1999년 공정관리기 사로 변경.,한국산업인력공단,지식경제부,공정관리기사,원재료에서부터 최종 제품에 이르기까지의 자재 부품조립 및 종합조립의 흐름을 순서정 연하게 능률적인 방법으로 계획하고 공정을 결정하며 예정을 세워 작업을 할당하고 감 독하는 업무 수행. 또한 회사의 경영방침에 따라 공장규모 및 생산조직을 결정하고 판 매계획 설계 연구 검사 구매 외주 운반 창고관리 등 모든 생산부분의 활동을 총 괄하는 업무 수행.,생산관리,기사,기업의 경쟁력을 강화하기 위해서는 일정계획 추진단계부터 공정계획 통제계획 생산공 정 중에 발생하는 제반 문제의 통제에 이르기까지 과학적이고 합리적인 관리가 필요하 다. 이에 따라 생산조직의 효율적이고 과학적인 공정관리를 담당할 전문인력양성이 필 요.,- 필답실기 시험이므로 시험과목 및 출제기준을 참조
1594,None,None,Industrial Engineer Process Design,None,한국산업인력공단,산업자원부,공정설계산업기사,None,생산관리,기사,None,None
1595,None,None,Class Ⅰ Craftsman Paving Work,None,한국산업인력공단,건설교통부,포장기능사1급,None,생산관리,기사,None,None
1596,None,- 주로 포장재료 대량 수요업체나 포장재료 제조회사의 포장개발부서나 포장컨설팅업체   등으로 진출하게 된다. - 오늘날 포장의 영역은 소비성 제품에서부터 산업 및 공업성 제품환경성 제품 및 용   품에 이르기까지 확대되고 있다. 특히 소비성 제품의 포장은 새로운 재료와 제품의   개발과 응용 소비패턴의 변화에 따른 구조디자인과 디자인 기능이 향상되고 있다.   최근 포장산업은 다음 몇가지 요인에 영향을 받고 있다. 먼저 포장폐기물이 토양 오   염의 주범이라는 인식이 확산되면서 환경보호를 위한 강력한 규제 영향으로 인해 양   적인 퇴보와 질적인 발전의 기회를 동시에 맞고 있다. 두 번째로 식품 및 의약품에   대한 위생성 안전성이 강조되면서 식품과 유해성분 전이에 대한 연구가 진행되고 있   으나 국내에는 식품포장 전문인력이 절대적으로 부족한 형편이다. 셋째로는 물류합   리화를 위해 포장표준화가 중요시된다는 점과 넷째로는 농산물의 포장화와 저온유통   체계 확충작업이 급속하게 전개된다는 점이다. 이에 따라 국내 포장업계에서 기존 주   요 포장재료인 종이 판지 골판지 합성수지 유리병 금속관에서부터 환경 친화적   이고 안전하며 재활용이 가능하며 가볍고 저물류비용의 신제품의 개발과 기술개   발에 주력하고 있다. 또한 포장디자인분야의 투자도 꾸준히 증가하고 있다.  그렇지   만 국내에는 포장관련 전문기술인력이 많이 부족하다. 따라서 포장분야의 전문적인   지식과 실물경험을 갖춘다면 전망은 매우 밝다고 할 수 있다.,Engineer Packing,’83.12.20. 대통령령 제11281호’98.05.09.대통령령 제15794호현재포장기사1급포장기사포장기사,한국산업인력공단,산업통상자원부,포장기사,제품내용의 성격과 목적을 이해하여 요구되어지는 기능을 충족시킬 수 있도록 간단하고 합리적인 형태나 구조로 제품의 외관 및 포장을 디자인하고 디자인이 정확하게 구현되 는가를 감독하는 업무 수행 실무 종사자들에 대한 지도 및 교육을 실시함.,생산관리,기사,현재 국내 포장산업의 규모는 GDP의 2%를 달하고 있으며 또한 포장은 포장재료로 사용 되는 종이 펄프 석유화학 우리 금속 등의 산업 및 인쇄 물류 정보 등 다양한 산 업부문과 연관된다. 이처럼 포장분야의 비중이 커지고 포장을 통해 정보와 구매 동기 를 제공함으로써 시장에서의 상품구매력을 좌우하는 중요한 요소로 작용함에 따라 포장 에 대한 전문적인 지식과 기능을 갖춘 전문인력이 필요하게 됨에 따라 자격 제도 제정.,- 필답형 실기시험이므로출제기준을 참고
1597,None,- 포장재료 대량 수요업체 포장재료 제조회사 등의 포장개발부서 등으로 진출할 수있다 - 최근 포장산업의 성장에 영향을 미치는 강력한 요인으로는 환경친화성 위생성과 안   전성 물류합리화를 위한 포장표준화 농산물의 포장화와 저온유통체계의 확충작업    등을 들 수 있다. 이에 따라 국내 포장업계에서도 소비자들을 위한 많은 정보와 동기   를 제공할 수 있으면서도 상품에 대한 구매자극을 불러일으킬 수 있는 신제품의 개발   과 기술개발에 주력하고 있고 또한 포장디자인분야의 투자도 확대시키고 있다. 그렇   지만 국내에는 포장관련 전문기술인력이 많이 부족하다. 따라서 포장분야의 전문적   인 지식과 실무경험을 갖춘다면 전망은 매우 밝다고 할 수 있다.,Industrial Engineer Packing,’83.12.20. 대통령령 제11281호‘98.05.09.대통령령 제15794호현재포장기사2급포장산업기사포장산업기사,한국산업인력공단,산업통상자원부,포장산업기사,제품내용의 성격과 목적을 이해하여 요구되어지는 기능을 충족시킬 수 있도록  간단하 고 합리적인 형태나 구조로 제품의 외관 및 포장을 디자인하는 실무적인 일을 수행.,생산관리,기사,최근 새로운 포장재료(환경친화성 안전성 저물류비용 중시)의 개발과 응용을 통해 인 간생활의 질을 향상시키려는 포장 및 포장디자인에 대한 연구가 활발하게 진행되고 있 다. 이에 따라 포장을 통해 정보와 구매동기를 제공함으로써 상품의 품질과 구매력을  향상시키기 위한 포장에 관한 전문지식과 기능을 갖춘 전문인력 양성이 요구됨에 따라  자격제도 제정.,- 필답형 실기시험이므로출제기준을 참고
1598,None,유 . 무형 제조물에 관계없이 필요로 하므로 각 분야의 생산현장의 제조 . 판매 서비스에 이르기 까지 수요가 폭넓음,Engineer Quality Management,’74.10.16. 대통령령 제7283호’98.05.09. 대통령령 제15794호’04.12.31.노동부령 제217호현재품질관리기사1급품질관리기사품질경영기사품질경영기사공정관리기사1급공정관리기사,한국산업인력공단,산업통상자원부,품질경영기사,일반적인 지식을 갖고 제품의 라이프 사이클에서 품질을 확보하는 단계에서 생산준비제조 및 서비스등 주로 현장에서 품질경영시스템의 업무를 수행하고 각 단계에서 발견된문제점을 지속적으로 개선하고 혁신하는 업무등을 수행하는 직무,생산관리,기사,경제 사회발전에 따라 고객의 요구가 가격중심에서 고품질 다양한 디자인 충실한 A/S 및 안전성 등으로 급속히 변화하고 있으며 이에 기업의 경쟁력 창출요인도 변화하여 기업경영의 근본요소로 품질경영체계의 적극적인 도입과 확산이 요구되고 있으며 이를 수행할 전문기술인력양성이 요구되어 자격 제도 제정.,- 필답형 실기시험이므로출제기준을 참고
1599,None,유 . 무형 제조물에 관계없이 필요로 하므로 각 분야의 생산현장의 제조 . 판매 서비스에 이르기 까지 수요가 폭넓음,Industrial Engineer Quality Management,’74.10.16. 대통령령 제7283호’98.05.09. 대통령령 제15794호’04.12.31.노동부령 제217호현재품질관리기사2급 품질관리산업기사품질경영산업기사품질경영산업기사공정관리기사2급공정관리산업기사,한국산업인력공단,산업통상자원부,품질경영산업기사,일반적인 지식을 갖고 제품의 라이프 사이클에서 품질을 확보하는 단계에서 생산준비제조 및 서비스등 주로 현장에서 품질경영시스템의 업무를 수행하고 각 단계에서 발견된문제점을 지속적으로 개선하고 혁신하는 업무등을 수행하는 직무,생산관리,기사,경제사회발전에 따라 고객의 요구가 가격중심에서 고품질 다양한 디자인 충실한 A/S 및 안전성 등으로 급속히 변화하고 있으며 이에 기업의 경쟁력 창출요인도 변화하여 기업경영의 근본요소로 품질경영체계의 적극적인 도입과 확산이 요구되고 있으며 이를수행할 전문기술인력양성이 요구되어 자격 제도 제정.,- 필답형 실기시험이므로출제기준을 참고
1600,None,- 기업체의 품질관리부서 제조업체의 생산부서 사업 및 경영컨설팅 업체 3차 산업   서비스업 요식업 등 다양한 분야로 진출할 수 있다. 「먹는물관리법」에 의한 품질   관리인과 「오수·분뇨 및 축산폐수의 처리에 관한 볍률」에 의한 정화조제조업 종사   자로 고용 될 수 있다. - 경제·사회발전에 따라 소비자의 욕구가 가격중심에서 고품질 다양한 디자인 충실한   A/S 및 안전성 등으로 변화하고 있다. 이에 따라 기업의 경쟁력 창출요인도 변화하고   있으며 기업경영의 근본요소로 품질경영체제의 적극적인 도입과 확산이 요구되고 있   다. 특히 품질은 생산성 및 기업의 이윤에 막대한 영향을 미칠 뿐만 아니라 선진국   에 비해 기술력수준이나  기술개발 투자의 절대규모가 적은 우리나라로서는 품질향상   을 통한 경쟁력 확보가 최우선과제 이다. 이와 더불어 KS ISO9000 EQ 등 법적규제   의 강화에 의해 해당분야 전문기술인력에 대한 수요가 지속적으로 증가할 전망이다.    그렇지만 최근 자격응시자 및 취득자 추이를 보면 점차 감소하는 양상이 나타나고 있   다. 이는 기존자격취득자가 많을 뿐 아니라 관련학과를 졸업하면 자격 유무에 상관없   이 해당 분야에 진출할 수 있기 때문이다. 이런 현상은 당분간 지속될 전망이다.,Industrial Engineer Quality Control,1980년 품질관리기사2급으로 신설되어 1999년 품질관리산업기사로 변경.,한국산업인력공단,지식경제부,품질관리산업기사,품질관리기사와 마찬가지로 자재의 구입에서부터 제품의 생산 판매에 이르기까지 전과 정의 품질관리에 관한 제반업무를 취급함으로써 제품규격의 표준화 달성과 제품품질 개 선 생산성 향성을 위한 계획 및 설계 운용 검사 및 감독 훈련 업무 수행.,생산관리,기사,품질관리는 기업의 경쟁력강화를 위해 중요하며 궁극적으로 국내 생산활동의 합리성을  제고시키게 된다. 이에 따라 소비자가 원하는 고품질의 제품을 가장 경제적으로 제조하 기 위하여 품질관리업무를 수행할 전문기술인력양성이 요구되어 자격 제도 제정.,- 필답형 실기시험이므로 시험과목 및 출제기준을 참고
1601,None,None,None,None,한국산업인력공단,고용노동부,기편기능사1급,None,섬유,기사,None,None
1602,None,None,None,None,한국산업인력공단,고용노동부,나염기능사1급,None,섬유,기사,None,None
1603,None,None,Class Ⅰ Craftsman Artificial Fibre Spinning,None,한국산업인력공단,고용노동부,방사기능사1급,None,섬유,기사,None,None
1604,None,- 비스코오스 레이온등의 재생섬유업체 폴리에스테르계 로리아미드계 등의 합성섬유업   체 화섭관련 연구소 및 학계 등으로 진출할 수 있다. - 전반적으로 방사기사의 인력수요는 증가할 전망이지만 이에 따른 경쟁도 심화될 것이   다.  2005년까지 단계적인 MFA(다자간섬유협정) 철폐로 쿼터 다량보유국인 우리나라   의 기득권이 상실됨에 따라 개도국들의 섬유시장의 점유율 확대 아시아지역의 화섬    공급 과잉 상태와 주요 수입국인 중국의 수요둔화와 자체 생산증대에 따른 자급률 향   상 기업의 구조조정 촉진 높은 인건비 수준(개도국의 입금수준은 우리나라의 1/0    수준에 불과) 정부의 직접지원이 사실상 불가능해지는 등 감소요인이 있으나 화섬분   야의 경우 90년대 중반 이후 폴리에스터를 중심으로 대대적인 설비투자와 기존업체   의 설비중설 및 일부 신규업체의 진입으로 생산능력은 큰 폭으로 증대 고른 생산기   반과 고도의 기술력 보유(화학섬유는 세계14위) 등 증가요인으로 방사기사 자격취득   자에 대한 인력수요는 증가할 것이다.,Engineer Artificial Fiber Spinning,1983년 섬유기사1급(방사)으로 신설되어 1991년 방사기사1급으로 1999년 3월 방사기사 로 변경.,한국산업인력공단,고용노동부,방사기사,화학섬유사(폴리에스테르 나이론 아크릴 등)를 제조하기 위하여 기초원료인 중합물을  용용하거나 적당한 용제에 용해하여 방사액을 만들고 방사기의 노즐을 통과시켜 압출  냉각하거나 용제를 제거함으로써 실의 형태를 갖추도록하는 직무수행.,섬유,기사,천연섬유와는 달리 화학섬유는 화학물질을 가지고 화학반응을 일으켜 여러가지 복잡한  과정을 거쳐 인조실을 만들어낸다. 이와 같은 과정에는 화학과 섬유에 관한 전문지식 이 요구되므로 화학섬유에 관한 전문적인 지식과 기술을 가진 인력을 양성하기 위해 자 격제도 제정.,- 필답형으로 실기시험이므로 시험과목 및 출제기준에 의거 수검준비.
1605,None,- 비스코오스 레이온등의 재생섬유업체 폴리에스테르계 로리아미드계 등의 합성섬유업   체 화섭관련 연구소 및 학계 등으로 진출할 수 있다. - 2005년까지 단계적인 MFA(다자간섬유협정) 철폐로 쿼터 다량보유국인 우리나라의 기   득권이 상실됨에 따라 개도국들의 섬유시장의 점유율 확대 아시아지역의 화섬 공급   과잉 상태와 주요 수입국인 중국의 수요둔화와 자체 생산증대에 따른 자급률 향상    기업의 구조조정 촉진 높은 인건비 수준(개도국의 입금수준은 우리나라의 1/0 수준   에 불과)  정부의 직접지원이 사실상 불가능해지는 등 감소요인이 있으나 화섬분야   의 경우 90년대 중반 이후 폴리에스터를 중심으로 대대적인 설비투자와 기존 업체의    설비증설 및 일부 신규업체의 진입으로 생산능력은 큰 폭으로 증대 고른 생산기반   과 고도의 기술력 보유(화학섬유는 세계14위) 의류용 섬유생산의 한계를 뛰어넘어    첨단기술을 이용한 신소재 신합섬개발로 우리생활에 밀접한 생활용품 소재에서부터    레저스포츠용 토목건축용 정보산업용 환경용 산업용 소재 및 생명공학분야 우주   항공분야등의 새로운 수요창조 등 증가요인으로 방사기술사 자격취득자에 대한 인력   수요는 현수준을 유지할 전망이다.,Industrial Engineer Artificial Fiber Spinning,1983년 섬유기사2급(인조섬유)호 신설되어 1991년 방사기사2급으로 1999년 3월 방사산업 기사로 변경.,한국산업인력공단,고용노동부,방사산업기사,화학섬유사(폴리에스테르 나이론 아크릴 등)를 제조하기 위하여 기초원료인 중합물을  용용하거나 적당한 용제에 용해하여 방사액을 만들고 방사기의 노즐을 통과시켜 압 출 냉각하거나 용제를 제거함으로써 실의 형태를 갖추도록하는 직무수행.,섬유,기사,천연섬유와는 달리 화학섬유는 화학물질을 가지고 화학반응을 일으켜 여러가지 복잡한  과정을 거쳐 인조실을 만들어낸다. 이와 같은 과정에는 화학과 섬유에 관한 전문지식 이 요구되므로 화학섬유에 관한 전문적인 지식과 기술을 가진 인력을 양성하기 위해 자 격제도 제정.,- 필답형으로 실기시험이므로 시험과목 및 출제기준에 의거 수검준비.
1606,None,None,None,None,한국산업인력공단,고용노동부,방적기보전기능사1급,None,섬유,기사,None,None
1607,None,None,None,None,한국산업인력공단,고용노동부,방적기조정기능사1급,None,섬유,기사,None,None
1608,None,None,Industrial Engineer Spinning,None,한국산업인력공단,고용노동부,방적산업기사,None,섬유,기사,None,None
1609,None,- 방적 및 방직관련 업체 및 연구소 등으로 진출할 수 있다. - 섬유제품에 대한 수요변화와 과당경쟁에 의한 수출단가 하락 저가 직물류 위주의 수   입이 큰 폭으로 증가 및 수출감소 국내의 설치되어 있는 직기의 감소등 감소요인이    있으나 「대구지역 섬유산업 육성방안」의 확정·발표에 따른 신제품 개발 염색 디   자인의 실용화 등 섬유산업의 고급화 및 고부가가치화를 촉진하고 중소기업의 경영    안정지원 및 기술지원기능의 강화 등 정부의 지원대책 등으로 방직산업기사 자격취득   자에 대한 인력수요는 증가할 전망이다.,None,1983년 섬유기사2급(방직)으로 신설되어 1991년 방직기사2급으로 1999년 3월 방직기사로 변경.,한국산업인력공단,고용노동부,방직산업기사,제품생산계획에 따라 방사량 섬유종류 품질 혼용율 연수 번수 등을 파악 계산하 고 실의 꼬임수를 결정하고 생산할 직물의 적정한 밀도의 폭을 배열하며 자동 또는  수동 직기를 이용하여 직물을 만드는 업무 수행.,섬유,기사,방직은 사용하는 원사의 종류 또는 제직하려는 직물의 조직과 무늬에 따라 다양한 제품 생산공정을 거치게 된다. 이와 같이 다양한 방직과정에서 제품생산계획에 맞는 제반업 무를 수행할 전문 기술인력을 양성하기 위해 자격제도 제정.,- 출제 기준에 따른 필답형 실기시험 방직기나 제직의 기어부분 교체작업등 실무작업    직물분해 설계작업.
1610,None,None,Class Ⅰ Craftsman Raw Silk,None,한국산업인력공단,농촌진흥청,생사기능사1급,None,섬유,기사,None,None
1611,None,None,Engineer Raw Silk,None,한국산업인력공단,농촌진흥청,생사기사,None,섬유,기사,None,None
1612,None,None,Industrial Engineer Raw Silk,None,한국산업인력공단,농촌진흥청,생사산업기사,None,섬유,기사,None,None
1613,None,- 섬유염료합성 염색 및 가공 등 관련업체에 진출할 수 있다. - 정부차원의 섬유사업 지원책과 대구 경북지역 섬유산업의 경쟁격 강화를 위한 각종   방안이 제시되는 등 고용증가 요인이 있으나 최근 염색가공설비의 개발동향을 살펴보   면 노동력절감 환경오염 방지 에너지절감 등을 위하여 설비의 대형화 및 중앙 집중   식 자동제어를 도입하여 한 두명 만으로 여러 대의 작업이 가능하거나 완전히 무인화   에 가까운 설비들까지 선보이고 있어 인력수요는 감소할 것이다.,Industrial Engineer Textile Finishing,1974년 신설된 정련표백기능사1급 침염기능사1급 나염기능사1급과 1983년 신설된 섬유 기사2급(염색가공)이 염색기능사1급과 염색가공기사2급으로 개정되었고 1999년 3월 섬 유가공산업기사로 통합.,한국산업인력공단,고용노동부,섬유가공산업기사,염료 안료 수지 등의 특성의 대한 지식을 활용하여 표준색깔 카드와 일치하는 제조법 을 선택 결정하여 최저의 원가 필요한 색깔에 따라서 효울적인 생산과정의 공정계획 을 수립하고 기계와 설비조작원들을 감독 지도하는 업무 수행.,섬유,기사,섬유산업의 국제경쟁력을 향상시키기 위해서는 염색가공기술의 향상이 필수적이다.  이 에 따라 섬유에 관한 지식 염색원료에 대한 화학적 지식을 갖춘 전문인력을 양성하고 자 자격제도 제정.,- 염료의 계산 및 조액 각종 섬유의 염색법 칼라매칭 후처리법 측정 및 판정    분석을 하는 능력의 유무  - 각종 직물을 가공하고 결과를 평가할 수 있는 능력.
1614,None,None,Class Ⅰ Craftsman Textile Machine,None,한국산업인력공단,고용노동부,섬유기계기능사1급,None,섬유,기사,None,None
1615,None,None,None,None,한국산업인력공단,고용노동부,섬유기계기사,None,섬유,기사,None,None
1616,None,None,Industrial Engineer Textile Machine,None,한국산업인력공단,고용노동부,섬유기계산업기사,None,섬유,기사,None,None
1617,None,ㅇ 섬유 염료합성 염색 및 가공 관련업체 및 연구소로 진출할 수 있다.ㅇ 섬유제품에 대한 수요변화와 과당경쟁에 의한 수출단가의 하락 저가 직물 위주의 수입이 큰 폭으로 증가 및 수출 감소 최근 염색가공기계의 자동화로 노 동력 절약 등의 불리한 요인이 있으나 신제품 개발 염색 가공기술 향상 디자 인의 실용화 등 섬유산업의 고급화 및 고부가 가치화를 촉진하고 중소기업의 경영안정지원 및 기술지원 기능의 강화 등 정부의 지원대책 등으로 섬유화학기사 취득자에 대한 인력수요는 무난할 전망이다.,Engineer Textile,’74.10.16. 대통령령 제7283호’83.12.20. 대통령령제11281호’91.10.31.대통령령 제13494호’04.12.31. 노동부령 제217호’05.05.07.노동부령 제223호’10.12.13고용노동부령 제11호섬유기사1급방직방사염색가공중 택1방직방사염색가공중 택1섬유기계기사섬유물리기사섬유화학기사중 택1섬유기사섬유기사1급(방직)방직기사1급섬유기사1급(방사)방사기사1급섬유기사1급(염색가공)염색가공기사1급 섬유기계기사(섬유물리시험)섬유물리기사섬유기계기사(섬유화학시험)섬유화학기사,한국산업인력공단,고용노동부,섬유기사,각종 섬유재료의 특성을 파악하고 방적 제직 정련표백 염색 및 가공의 이해와 각종 섬유의 물리적 화학적 성능의 시험 등에 관한 직무 수행,섬유,기사,섬유제품의 고급화 및 고부가가치화는 시대적 요구사항임에 따라 염색 및 가공의 기초개념을 확립하고 이들의 생산공정에 대한 이론과 기구를 이해하고서 실제 염색 및 가공에 대한 공학적 기술이론 지식을 가지고 설계 분석 공정과 기계조작에 관한 기술 업무를 수행할 수 있는 능력을 평가함,방적 제직 및 염색가공의 물리적 화학적 성능을 평가
1618,None,None,None,None,한국산업인력공단,고용노동부,섬유기사1급,None,섬유,기사,None,None
1619,None,None,None,None,한국산업인력공단,고용노동부,섬유기사2급,None,섬유,기사,None,None
1620,None,- 각종 의류 및 브랜드제조업체로 진출할 수있다. - 섬유디자인산업기사 자격취득자의 인력수요는 증가할 것이다. 범용품의 대량생산 디   자인에 있어서 바이어 컨셉(concert)에 의존 주문자상표부착생산(OEM) 방식의 수출   등 감소요인이 있으나 디자인은 첨단생산/제조과정의 기술투자에 비해 투자효과가 크   며 디자인 주도 상품이 우리나라 수출상픔의 37%를 점유하고 소비자 및 해외바이어   의 상품 구매여부의 결정요인으로 품질 및 디자인을 가장 중시하며 전자상거래를 통   한 상품선택에 있어 디자인 의존도가 심화 생산방식이 대량샌산에서 다품종소량생산   으로 전환 등 발전가능성이 높아 섬유디자인산업기사 자격취득자의 인력수요는 증가   할 것이다.,Industrial Engineer Textile Design,’95.10.16. 대통령령 제14783호’98.05.09. 대통령령 제15794호 현재섬유제도디자인기능사1급섬유디자인산업기사섬유디자인산업기사,한국산업인력공단,고용노동부,섬유디자인산업기사,각종 섬유재료의 특성을 파악하고 디자인의 요소와 프로세스 및 색채 등을 이해하여 섬유디자인에 관한 직무 수행,섬유,기사,섬유제품의 고급화를 위하여 가장 필수적인 분야가 디자인 개발이나 우리나라의 디자인  수준은 매운 낮은 형편임. 이에 따라 전문섬유디자인 인력을 양성하기 위해 자격 제 도 제정.,None
1621,None,None,Engineer Physical Textile,섬유물리기사는 섬유화학기사 종목과 2012년 1월 1일부로 섬유기사로 통합되었습니다.방사기사 방직기사 염색가공기사가 2005년에 섬유물리기사로 통합,한국산업인력공단,고용노동부,섬유물리기사,None,섬유,기사,None,None
1622,None,None,Industrial Engineer Physical Textile,섬유물리산업기사는 섬유화학산업기사 종목과 2012년 1월 1일부로 섬유산업기사로 통합되었습니다.방사산업기사 섬유기계산업기사 방직산업기사 섬유가공산업기사가 2005년도에 섬유물리산업기사로 통합,한국산업인력공단,고용노동부,섬유물리산업기사,None,섬유,기사,None,None
1623,None,ㅇ 방적 및 제직 관련업체 및 연구소로 진출할 수 있다. ㅇ 섬유제품에 대한 수요변화와 과당경쟁에 의한 수출단가의 하락 저가 직물 위주의 수입이 큰 폭으로 증가 및 수출 감소 등의 불리한 요인이 있으나 신제품 개발 염색 가공기술 향상 디자인의 실용화 적극적인 섬유제품 마케팅 등으로 전환시킨다면 자격 취득자에 대한 인력수요는 무난할 전망이다,Industrial Engineer Textile,’74.10.16. 대통령령 제7283호’83.12.20. 대통령령제11281호’91.10.31.대통령령 제13494호95.10.16.대통령령 제14783호’98.05.09. 대통령령 15794호’05.05.07.노동부령 제223호’10.12.13고용노동부령 제11호현재섬유기사2급방직염색가공인조섬유 중 택 1방직방사인조섬유 중 택 1방직방사인조섬유 중 택 1섬유기계산업기사 섬유물리산업기사  섬유화학산업기사  중 택 1섬유산업기사섬유산업기사섬유기사2급(방직)방직기사2급방직기사2급섬유기사1급(인조섬유)방사기사2급방사기사2급섬유기사1급(염색가공)염색가공기사2급염색가공기사2급 섬유기계기능사1급섬유기계산업기사,한국산업인력공단,고용노동부,섬유산업기사,ㅇ 각종 섬유재료의 특성을 파악하고 방적 제직 정련표백 염색 및 가공 등에 관한 직무수행ㅇ 방적원료를 시험하고 물성을 분석할 수 있다ㅇ 방적기 운용과 공정별 제 생산에 대하여 산출할 수 있다ㅇ 제직기 운용과 공정별 제 생산 산출 및 직물분해설계를 할 수 있다ㅇ 편성기 운용과 편성설계를 할 수 있다ㅇ 주어진 염료로 직·편물에 칼라매칭 작업과 염색을 할 수 있다ㅇ 직·편물을 여러 가공 방법으로 가공 할 수 있다,섬유,기사,섬유산업의 국제경쟁력을 향상시키기 위해서는 염색가공기술의 향상이 필수적이다. 이 에 따라 섬유에 관한 지식 염색원료에 대한 화학적 지식을 갖춘 전문인력을 양성하고자격제도 제정.,방적 제직 및 염색가공의 물리적 화학적 성능을 평가
1624,None,None,Class Ⅰ Craftsman Design of Textile Printing,None,한국산업인력공단,고용노동부,섬유제도디자인기능사1급,None,섬유,기사,None,None
1625,None,None,Engineer Chemical Textile,섬유화학기사는 섬유물리기사 종목과 2012년 1월 1일부로 섬유기사로 통합되었습니다.방사기사 방직기사 염색가공기사가 2005년에 섬유화학기사로 통합,한국산업인력공단,고용노동부,섬유화학기사,None,섬유,기사,None,None
1626,None,None,Industrial Engineer Chemical Textile,섬유화학산업기사는 섬유물리산업기사 종목과 2012년 1월 1일부로 섬유산업기사로 통합되었습니다.방사산업기사 섬유기계산업기사 방직산업기사 섬유가공산업기사가 2005년도에 섬유화학산업기사로 통합,한국산업인력공단,고용노동부,섬유화학산업기사,None,섬유,기사,None,None
1627,None,None,None,None,한국산업인력공단,고용노동부,수편기능사1급,None,섬유,기사,None,None
1628,None,- 섬유 염색합성 염색 및 가공 등 관련업체 연구소 국내외 교육기관 등으로 진출할   수 있다. - 정부차원의 섬유사업 지원책과 대구 경북지역 섬유산업의 경쟁격 강화를 위한 각종   방안이 제시되고 의료용 섬유생산 뿐만아니라 새로이 각광받는 자동차 항공 환경   분야 등의 최첨단 섬유생산 등 응용분야가 광범위하며 염색직종은 타직종과 같이 과   거 수작업 위주에서 탈피하여 염색공정의 자동화 설비 컴퓨터에 의한 중앙집중관리    등 각 공정별로 단순기능인력보다 품질개선 및 기술개발을 할 수 있는 고급기술인력   의 수요는 증가할 것이다.,None,1983년 섬유기사1급(염색가공)으로 신설되어 1991년 염색가공기사1급으로 1999년 3월 염 색가공기사로 변경.,한국산업인력공단,고용노동부,염색가공기사,염색 안료 수지 등의 특성에 대한 지식을 활용하여 표준색깔 카드와 일치하는 제조법  을 선택 결정하여 최저의 원가가 필요한 색깔에 따라서 효율적인 생산과정의 공정계 획을 수립하고 기계와 설비조작원들을 감독 지도하는 업무수행.,섬유,기사,섬유산업의 국제경쟁력을 향상시키기 위해서는 염색가공기술의 향상이 필수적이다.  이 에 따라 섬유에 관한 지식 염색원료에 대한 화학적 지식을 갖춘 전문인력을 양성하고 자 자격제도 제정.,- 지급된 직물의 각종 정련 표백 처방에 따라 계산 조제하고 작업조건에 맞추어 작업   하는 능력. - 염료의 계산 및 조액 각종섬유의 염색법 칼라매칭 후처리법 측정 및 판정 분석   하는 능력여부. - 각종직물을 가공하고 결과에 대한 평가능력의 유뮤.
1629,None,None,Class Ⅰ Craftsman Dyeing,None,한국산업인력공단,고용노동부,염색기능사1급,None,섬유,기사,None,None
